Class Name,URL,Original Width,Original Height,Crop X,Crop Y,Crop Width,Crop Height,Scales
solid,https://kqcdn.interweave.com/media/catalog/product/cache/3/image/9df78eab33525d08d6e5fb8d27136e95/1/0/1008734AY.jpg,500,500,0,0,500,500,0.6335677;1.267135
solid,https://yourfleece.com/pub/media/catalog/product/cache/small_image/470x470/beff4985b56e3afdbeabfc89641a4582/g/r/gray.jpg,470,470,0,0,470,470,0.6740082;1.348016
solid,https://kawaii.kawaii.at/img/solid-dark-grey-fabric-Robert-Kaufman-USA-Graphite-179503-1.JPG,500,500,0,0,500,500,0.6335677;1.267135
solid,https://s3.amazonaws.com/spoonflower/public/design_thumbnails/0496/0880/Solid__Carolina_Blue_shop_preview.png,470,403,0,0,470,403,0.7860641;1.572128
solid,http://images2.imgix.net/p4dbimg/401/fabrics/griffin%20pewter.jpg?fit=crop&trim=color&trimcolor=FFFFFF&trimtol=5&w=384&h=288&fm=pjpg,384,288,0,0,384,288,1.099944
solid,https://www.discounteddesignerfabrics.com/wp-content/uploads/2016/06/A659-Upholstery-Fabric-300x300.jpg,300,300,0,0,300,300,1.055946
solid,http://www.trixielixie.co.uk/ekmps/shops/trixielixie/images/texture-solid-tweed-dark-blue-simply-style-fabric-per-quarter-metre-1367-p.jpg,500,500,0,0,500,500,0.6335677;1.267135
solid,http://www.modabakeshop.com/wp-content/uploads/2017/06/Wild_Windows_block_construction_2.jpg,500,500,0,0,500,500,0.6335677;1.267135
solid,http://cdn1.bigcommerce.com/server4800/lsb1q/products/8552/images/13925/Baby-Blue-Minky-Cuddle-Fabric__66806.1399146728.500.500.jpg?c=2,400,400,0,0,400,400,0.7919596;1.583919
solid,https://d3lfwsftijx8i.cloudfront.net/patterns/f1069-31lo.jpg,300,354,0,0,300,354,1.055946
solid,https://www.onlinefabricstore.net/images/product-images/standard/ripiblu_1.jpg,400,297,0,0,400,297,1.066612
checkered,https://www.maxpixel.net/static/photo/1x/Texture-Checkered-Background-Pattern-Fabric-511711.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://get.pxhere.com/photo/pattern-line-green-blue-object-plaid-cloth-material-interior-design-textile-art-background-design-checkered-tartan-checkered-background-1138575.jpg,1920,1280,0,0,1920,1280,0.2474874;0.4949747;0.9899495;1.979899
checkered,https://cdn.pixabay.com/photo/2016/03/01/19/18/fabric-1231011_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://c1.staticflickr.com/1/505/18868119986_9b1b981526_b.jpg,1024,1024,0,0,1024,1024,0.3093592;0.6187184;1.237437
checkered,https://cdn.pixabay.com/photo/2016/10/21/16/07/pattern-1758383_960_720.png,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.publicdomainpictures.net/pictures/60000/velka/checks-yellow-gingham-background.jpg,1920,1919,0,0,1920,1919,0.1650776;0.3301551;0.6603103;1.320621
checkered,https://www.publicdomainpictures.net/pictures/160000/velka/check-pattern-wallpaper-brown-gold.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://www.maxpixel.net/static/photo/1x/Checkered-Diamonds-Fabric-1633648.jpg,960,720,0,0,960,720,0.4399776;0.8799551;1.75991
checkered,https://www.publicdomainpictures.net/pictures/40000/velka/red-checkered-background-3.jpg,1920,1280,0,0,1920,1280,0.2474874;0.4949747;0.9899495;1.979899
checkered,https://c1.staticflickr.com/8/7189/6841974340_f9b9f5cef8_b.jpg,1024,1024,0,0,1024,1024,0.3093592;0.6187184;1.237437
checkered,https://cdn.pixabay.com/photo/2015/04/02/06/59/fabric-703447_960_720.jpg,715,720,0,0,715,720,0.4430543;0.8861086;1.772217
checkered,https://get.pxhere.com/photo/structure-texture-pattern-brown-blue-plaid-wool-material-fabric-textile-background-design-diamonds-tissue-checkered-flooring-tartan-775639.jpg,2362,2362,0,0,2362,2362,0.1341168;0.2682336;0.5364671;1.072934
checkered,https://cdn.pixabay.com/photo/2014/04/04/14/55/checkered-313323_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2015/05/31/02/09/plaid-790851_960_720.png,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.maxpixel.net/static/photo/1x/Squares-Plaid-Fabric-Gingham-Check-Pattern-2227349.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2016/07/16/20/17/gingham-1522598_960_720.jpg,714,720,0,0,714,720,0.4436749;0.8873497;1.774699
checkered,https://www.publicdomainpictures.net/pictures/60000/velka/checks-orange-gingham-background.jpg,1920,1919,0,0,1920,1919,0.1650776;0.3301551;0.6603103;1.320621
checkered,https://cdn.pixabay.com/photo/2015/04/18/21/33/gingham-729211_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.publicdomainpictures.net/pictures/140000/velka/tartan-plaid-red-christmas-paper.jpg,1920,1325,0,0,1920,1325,0.2390821;0.4781643;0.9563286;1.912657
checkered,https://upload.wikimedia.org/wikipedia/commons/6/6f/Usafr_tartan.jpg,540,540,0,0,540,540,0.5866367;1.173273
checkered,https://c1.staticflickr.com/1/204/477913951_1cc1d9c36c_z.jpg?zz=1,500,333,0,0,500,333,0.9513028;1.902606
checkered,https://www.publicdomainpictures.net/pictures/40000/velka/red-check-background-pattern.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://www.publicdomainpictures.net/pictures/180000/velka/checkered-tablecloth-3.jpg,1920,1280,0,0,1920,1280,0.2474874;0.4949747;0.9899495;1.979899
checkered,https://get.pxhere.com/photo/pattern-fashion-clothing-plaid-material-shirt-textile-design-clothes-flooring-tartan-1079055.jpg,2200,1017,0,0,2200,1017,0.3114885;0.6229771;1.245954
checkered,https://www.publicdomainpictures.net/pictures/70000/velka/checks-plaid-background-purple.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://get.pxhere.com/photo/pattern-line-green-color-yellow-material-circle-textile-design-symmetry-shape-68071.jpg,3024,3024,0,0,3024,3024,0.1047566;0.2095131;0.4190262
checkered,https://www.maxpixel.net/static/photo/1x/Stripes-Purple-Geometric-Bands-Gingham-Burgundy-1340424.jpg,722,720,0,0,722,720,0.4399776;0.8799551;1.75991
checkered,https://www.publicdomainpictures.net/pictures/40000/velka/red-checkered-background-7.jpg,1920,1280,0,0,1920,1280,0.2474874;0.4949747;0.9899495
checkered,https://www.publicdomainpictures.net/pictures/60000/velka/checks-orange-gingham-background-1382536829LsO.jpg,1920,1919,0,0,1920,1919,0.1650776;0.3301551;0.6603103;1.320621
checkered,https://www.publicdomainpictures.net/pictures/210000/velka/tartan-pattern-1486741160IZx.jpg,1920,1353,0,0,1920,1353,0.2341344;0.4682688;0.9365376;1.873075
checkered,https://www.maxpixel.net/static/photo/1x/Wool-Ribbed-Texture-Green-Shades-Blocks-Checkered-1016722.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2016/04/11/01/00/gingham-1321191_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2015/04/04/23/39/fabric-707229_960_720.jpg,721,720,0,0,721,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2017/03/21/06/52/fabric-2161363_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.publicdomainpictures.net/pictures/60000/velka/checks-green-gingham-background.jpg,1920,1919,0,0,1920,1919,0.1650776;0.3301551;0.6603103;1.320621
checkered,https://cdn.pixabay.com/photo/2015/04/28/08/55/fabric-743202_960_720.jpg,728,720,0,0,728,720,0.4399776;0.8799551;1.75991
checkered,https://www.publicdomainpictures.net/pictures/70000/velka/checks-plaid-background-yellow.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://www.publicdomainpictures.net/pictures/70000/velka/checks-plaid-background-red.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://www.publicdomainpictures.net/pictures/70000/velka/plaid-checks-background-blue.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://cdn.pixabay.com/photo/2015/11/20/11/39/fabric-1052870_960_720.jpg,729,720,0,0,729,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2016/11/17/23/37/fabric-1832996_960_720.png,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2015/06/15/05/11/texture-809918_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.publicdomainpictures.net/pictures/70000/velka/checks-plaid-background-pink.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://cdn.pixabay.com/photo/2016/06/14/01/55/fabric-1455552_960_720.png,716,720,0,0,716,720,0.4424355;0.8848711;1.769742
checkered,https://upload.wikimedia.org/wikipedia/commons/c/cf/Shirtforman.jpg,2448,3264,500,980,1495,1993,0.2118955;0.4237911;0.8475821;1.695164
checkered,https://www.maxpixel.net/static/photo/1x/Pattern-Design-Stripes-Texture-Fabric-Plaid-2634088.jpg,960,467,0,0,960,467,0.678338;1.356676
checkered,https://www.publicdomainpictures.net/pictures/240000/velka/warped-checkerboard-1.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://www.publicdomainpictures.net/pictures/70000/nahled/plaid-checks-background-yellow.jpg,615,615,0,0,615,615,0.5150957;1.030191
checkered,https://www.publicdomainpictures.net/pictures/260000/velka/plaid-pattern-in-blue.jpg,1920,1920,0,0,1920,1920,0.1649916
checkered,https://cdn.pixabay.com/photo/2015/09/09/19/08/texture-932664_960_720.jpg,540,720,0,0,540,720,0.5866367;1.173273
checkered,https://cdn.pixabay.com/photo/2015/05/10/03/23/geometric-760474_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2017/09/15/02/45/plaid-2751007_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.maxpixel.net/static/photo/1x/Wallpaper-Fabric-Abstract-Pattern-Desktop-3115798.jpg,960,640,0,0,960,640,0.4949747;0.9899495;1.979899
checkered,https://www.publicdomainpictures.net/pictures/40000/velka/gingham-checks-pink-background.jpg,1876,1919,0,0,1876,1919,0.1688613;0.3377226;0.6754453;1.350891
checkered,https://cdn.pixabay.com/photo/2015/12/13/10/11/green-1090869_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2013/12/06/07/32/texture-224091_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551
checkered,https://www.maxpixel.net/static/photo/1x/Fabric-Black-Yellow-Plaid-Tartan-Pattern-Textile-210159.jpg,960,640,0,0,960,640,0.4949747;0.9899495
checkered,https://cdn.pixabay.com/photo/2015/03/29/04/27/aqua-696867_960_720.jpg,840,720,0,0,840,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2017/09/15/02/46/plaid-2751008_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2015/08/10/03/35/fabric-882407_960_720.jpg,628,720,0,0,628,720,0.5044329;1.008866
checkered,https://www.publicdomainpictures.net/pictures/40000/nahled/green-check-pattern.jpg,615,592,0,0,615,592,0.5351079;1.070216
checkered,https://c1.staticflickr.com/1/473/32588964226_f4acd3a1b9_z.jpg,512,512,0,0,512,512,0.6187184;1.237437
checkered,https://cdn.pixabay.com/photo/2016/02/20/07/12/fabric-1211683_960_720.jpg,685,720,0,0,685,720,0.4624581;0.9249163;1.849833
checkered,https://cdn.pixabay.com/photo/2015/12/09/12/46/fabric-1084673_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551
checkered,https://get.pxhere.com/photo/pattern-plaid-toy-material-textile-design-soft-plush-doggie-tartan-doorstop-1216350.jpg,4272,2848,1910,960,1124,1123,0.2820871;0.5641742;1.128348
checkered,https://cdn.pixabay.com/photo/2017/12/20/14/26/bow-3030026_960_720.png,960,575,70,50,179,178,1.779685
checkered,https://cdn.pixabay.com/photo/2015/05/23/21/08/fabric-780989_960_720.jpg,716,720,0,0,716,720,0.4424355;0.8848711;1.769742
checkered,https://cdn.pixabay.com/photo/2017/05/17/23/49/plaid-2322132_960_720.png,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.publicdomainpictures.net/pictures/60000/nahled/checks-orange-gingham-background.jpg,615,614,0,0,615,614,0.5159346;1.031869
checkered,https://www.publicdomainpictures.net/pictures/70000/nahled/checks-plaid-background-purple.jpg,615,615,0,0,615,615,0.5150957;1.030191
checkered,https://cdn.pixabay.com/photo/2016/12/08/08/43/gingham-1891218_960_720.jpg,556,720,0,0,556,720,0.5697551;1.13951
checkered,https://www.goodfreephotos.com/albums/vector-images/purple-fabric-vector-clipart.png,2400,2400,0,0,2400,2400,0.1319933;0.2639865;0.5279731;1.055946
checkered,https://upload.wikimedia.org/wikipedia/commons/b/b9/MB_300SL_checkered_interior.jpg,3648,2736,0,0,3648,2736,0.1157836;0.2315671;0.4631343;0.9262685
checkered,https://www.maxpixel.net/static/photo/1x/Kitchen-Towel-Pattern-Tea-Towels-Dry-Textiles-3315996.jpg,1831,1920,0,0,1831,1920,0.1730114;0.3460228;0.6920455;1.384091
checkered,https://cdn.pixabay.com/photo/2016/12/13/16/47/seamless-1904560_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551
checkered,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Coloured_Voronoi_2D.svg/1024px-Coloured_Voronoi_2D.svg.png,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://www.publicdomainpictures.net/pictures/40000/velka/gingham-checks-orange.jpg,3749,6088,1280,3430,1407,1580,0.2251484;0.4502968;0.9005937;1.801187
checkered,https://upload.wikimedia.org/wikipedia/commons/8/84/Man%27s_silk_and_wool_twill_frock_coat_c._1820.jpg,748,720,0,0,748,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2015/12/12/14/08/christmas-1089530_960_720.jpg,713,720,0,0,713,720,0.4442971;0.8885942
checkered,https://i.vimeocdn.com/filter/overlay?src0=https%3A%2F%2Fi.vimeocdn.com%2Fvideo%2F439001079_1280x720.jpg&src1=https%3A%2F%2Ff.vimeocdn.com%2Fimages_v6%2Fshare%2Fplay_icon_overlay.png,800,533,0,0,800,533,0.5943412;1.188682
checkered,https://www.maxpixel.net/static/photo/1x/Textile-Fabric-Pattern-Geometric-Argyle-Texture-990215.jpg,568,720,0,0,568,720,0.557718;1.115436
checkered,https://get.pxhere.com/photo/metal-material-circle-button-textile-brass-confection-dishware-fashion-accessory-813720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://get.pxhere.com/photo/floor-orange-pattern-brown-plaid-material-fabric-interior-design-textile-art-design-flooring-tartan-895188.jpg,3264,2448,0,0,3264,2448,0.1294052;0.2588103;0.5176206
checkered,https://upload.wikimedia.org/wikipedia/commons/e/e9/2016_BMW_M3_%28F80%29_sedan_%282017-11-18%29_01.jpg,711,720,0,0,711,720,0.4455469;0.8910938;1.782188
checkered,https://cdn.pixabay.com/photo/2015/06/24/03/06/plaid-819456_960_720.jpg,6000,4000,3150,1750,1648,1355,0.2337888;0.4675776;0.9351552
checkered,https://cdn.pixabay.com/photo/2015/12/13/10/11/red-1090868_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2016/01/02/05/24/wood-1117938_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://upload.wikimedia.org/wikipedia/commons/8/80/Royal_Stewart_tartan.png,2799,2800,0,0,2799,2800,0.1131775;0.226355;0.45271;0.90542;1.81084
checkered,https://cdn.pixabay.com/photo/2016/12/12/20/34/shirt-1902601_960_720.jpg,1920,1401,0,0,1920,1401,0.2261126;0.4522253;0.9044506;1.808901
checkered,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Rinzu.jpg/613px-Rinzu.jpg,615,614,0,0,615,614,0.5159346;1.031869
checkered,https://www.publicdomainpictures.net/pictures/40000/velka/pink-check-pattern.jpg,1920,1848,0,0,1920,1848,0.1714198;0.3428397;0.6856793;1.371359
checkered,https://upload.wikimedia.org/wikipedia/commons/d/db/Flounder_camo_md_%28cropped%29.jpg,960,640,350,390,289,257,1.232622
checkered,https://images.pexels.com/photos/264726/pexels-photo-264726.jpeg?cs=srgb&dl=abstract-blur-business-264726.jpg&fm=jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.maxpixel.net/static/photo/1x/Fabric-Material-Cloth-Pattern-Check-Seamless-1904555.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2015/02/21/09/10/fabric-644044_960_720.jpg,719,720,0,0,719,720,0.4405895;0.881179;1.762358
checkered,https://www.publicdomainpictures.net/pictures/180000/velka/checkered-tablecloth-2.jpg,1920,1280,0,0,1920,1280,0.2474874;0.4949747;0.9899495;1.979899
checkered,https://cdn.pixabay.com/photo/2015/04/21/07/46/abc-732845_960_720.png,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://get.pxhere.com/photo/floor-pattern-line-red-color-black-plaid-material-textile-art-design-carpet-diamonds-flooring-tartan-1203885.jpg,3168,4752,0,0,3168,4752,0.09999489;0.1999898;0.3999796;0.7999591;1.599918
checkered,https://cdn.pixabay.com/photo/2015/01/19/22/26/heart-604951_960_720.jpg,960,685,0,0,960,685,0.4624581;0.9249163;1.849833
checkered,https://www.maxpixel.net/static/photo/1x/Attractive-Textile-Cotton-Kilt-Plaid-Celtic-3108134.jpg,960,640,0,0,960,640,0.4949747;0.9899495;1.979899
checkered,https://cdn.pixabay.com/photo/2017/01/02/00/05/fractal-1945843_960_720.jpg,710,720,0,0,710,720,0.4461744;0.8923488;1.784698
checkered,https://get.pxhere.com/photo/floor-pattern-red-blue-plaid-blanket-material-circle-textile-art-design-cotton-kenya-flooring-tartan-red-and-blue-bed-sheet-549296.jpg,3264,2448,0,0,3264,2448,0.1294052;0.2588103;0.5176206;1.035241
checkered,https://cdn.pixabay.com/photo/2018/01/05/19/32/plant-3063745_960_720.jpg,683,720,0,0,683,720,0.4638124
checkered,https://upload.wikimedia.org/wikipedia/commons/5/56/Toyota_Sienna_taxicab_NYC.jpg,960,640,0,0,960,640,0.4949747;0.9899495;1.979899
checkered,https://cdn.pixabay.com/photo/2015/11/04/05/12/fabric-1021929_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://upload.wikimedia.org/wikipedia/en/d/d5/Mason-jar-lids.jpg,960,690,0,0,960,690,0.459107;0.918214;1.836428
checkered,https://get.pxhere.com/photo/pattern-blue-tourism-material-tablecloth-quilt-textile-art-netherlands-background-dutch-history-diamonds-clogs-checkered-handkerchief-linens-quilting-1272367.jpg,2157,2340,270,260,1623,1836,0.1951841;0.3903682;0.7807364;1.561473
checkered,https://cdn.pixabay.com/photo/2015/05/08/20/40/crystal-758809_960_720.jpg,480,360,0,0,480,360,0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2015/12/19/16/25/fabric-1099964_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.publicdomainpictures.net/pictures/180000/velka/the-checkered-tablecloth-2.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://www.publicdomainpictures.net/pictures/200000/velka/check-background-brown-green-plaid.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://cdn.pixabay.com/photo/2017/09/08/18/57/fancy-2729735_960_720.png,960,640,0,0,960,640,0.4949747;0.9899495;1.979899
checkered,https://www.maxpixel.net/static/photo/1x/White-Blue-Checkered-Checked-Gingham-Checks-937564.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2015/08/30/23/42/fabric-914831_960_720.jpg,716,720,0,0,716,720,0.4424355;0.8848711
checkered,https://cdn.pixabay.com/photo/2017/07/31/11/37/cold-2557512_960_720.jpg,960,540,0,0,960,540,0.5866367;1.173273
checkered,https://cdn.pixabay.com/photo/2016/02/22/07/10/textile-1214848_960_720.jpg,734,720,0,0,734,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2016/01/19/21/31/background-1150508_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.maxpixel.net/static/photo/1x/Background-Checkered-Design-Abstract-Red-White-313324.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2015/12/19/09/48/fabric-1099587_960_720.jpg,744,720,0,0,744,720,0.4399776;0.8799551;1.75991
checkered,https://upload.wikimedia.org/wikipedia/en/0/0f/Building_Plenum_-_NoPlenum.png,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.publicdomainpictures.net/pictures/180000/velka/the-checkered-tablecloth.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://www.maxpixel.net/static/photo/1x/Checkered-Background-Background-Textile-Cloth-Blue-82896.jpg,960,640,0,0,960,640,0.4949747;0.9899495;1.979899
checkered,https://get.pxhere.com/photo/pattern-red-color-square-furniture-pink-cloth-material-fabric-textile-design-checkered-flooring-bed-sheet-plaid-background-1353387.jpg,3456,5184,0,0,3456,5184,0.09166199;0.183324;0.366648;0.7332959;1.466592
checkered,https://www.publicdomainpictures.net/pictures/40000/velka/red-checkered-background-6.jpg,1920,1280,0,0,1920,1280,0.2474874;0.4949747;0.9899495;1.979899
checkered,https://cdn.pixabay.com/photo/2015/06/28/20/36/fabric-824849_960_720.jpg,676,720,0,0,676,720,0.4686151;0.9372302;1.87446
checkered,https://www.publicdomainpictures.net/pictures/40000/velka/brown-check-pattern.jpg,1920,1844,0,0,1920,1844,0.1717917;0.3435833;0.6871667;1.374333
checkered,https://c1.staticflickr.com/8/7309/12951396883_33e6517c4b_b.jpg,1024,1024,0,0,1024,1024,0.3093592;0.6187184;1.237437
checkered,https://get.pxhere.com/photo/pattern-red-plaid-cloth-material-textile-background-design-squares-checkered-tartan-red-checkered-background-1023565.jpg,1920,1280,0,0,1920,1280,0.2474874;0.4949747;0.9899495;1.979899
checkered,https://www.maxpixel.net/static/photo/1x/Pattern-Design-Seamless-Texture-Plaid-Checkered-1884813.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2017/04/13/11/46/gingham-2227365_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.maxpixel.net/static/photo/1x/Backing-Checkered-Fabric-Pattern-Bedspread-1113381.jpg,960,638,0,0,960,638,0.4965264;0.9930527;1.986105
checkered,https://cdn.pixabay.com/photo/2015/07/02/19/12/fabric-829446_960_720.jpg,714,720,0,0,714,720,0.4436749;0.8873497;1.774699
checkered,https://www.publicdomainpictures.net/pictures/40000/velka/blue-check-background-pattern.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://www.publicdomainpictures.net/pictures/70000/velka/plaid-checks-background-pink.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://www.maxpixel.net/static/photo/1x/Gingham-Baby-Blue-Baby-Pink-White-Pastels-Plaid-1340399.jpg,729,720,0,0,729,720,0.4399776;0.8799551;1.75991
checkered,https://c1.staticflickr.com/6/5161/5368184257_b614b19efd_b.jpg,1024,685,340,90,523,448,0.7071068;1.414214
checkered,https://www.publicdomainpictures.net/pictures/180000/nahled/the-checkered-tablecloth-2.jpg,615,615,0,0,615,615,0.5150957;1.030191
checkered,https://www.publicdomainpictures.net/pictures/180000/velka/checkered-tablecloth-3-1465133410LRe.jpg,1920,1280,0,0,1920,1280,0.2474874;0.4949747;0.9899495;1.979899
checkered,https://cdn.pixabay.com/photo/2015/01/06/11/30/fabric-590122_960_720.jpg,849,720,0,0,849,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2015/06/29/00/05/fabric-825070_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.maxpixel.net/static/photo/1x/Fabric-Geometric-Aqua-Black-Texture-Blocks-Grey-1241521.jpg,685,720,0,0,685,720,0.4624581;0.9249163;1.849833
checkered,https://www.maxpixel.net/static/photo/1x/Love-Pattern-Design-Cloth-Heart-Material-Fabric-685253.jpg,732,720,0,0,732,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2014/12/29/13/04/fabric-582766_960_720.jpg,822,720,0,0,822,720,0.4399776;0.8799551;1.75991
checkered,https://www.publicdomainpictures.net/pictures/180000/velka/checkered-table-cloth-1.jpg,1920,1280,0,0,1920,1280,0.2474874;0.4949747;0.9899495;1.979899
checkered,https://www.publicdomainpictures.net/pictures/160000/velka/check-pattern-background-pink-gray.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://cdn.pixabay.com/photo/2012/05/07/11/11/gingham-48107_960_720.png,504,720,0,0,504,720,0.6285394;1.257079
checkered,https://cdn.pixabay.com/photo/2015/05/06/07/25/gingham-754959_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.publicdomainpictures.net/pictures/60000/velka/checks-red-gingham-background.jpg,1920,1919,0,0,1920,1919,0.1650776;0.3301551;0.6603103;1.320621
checkered,https://cdn.pixabay.com/photo/2015/07/21/01/17/textile-853508_960_720.jpg,657,720,0,0,657,720,0.4821672;0.9643344;1.928669
checkered,https://www.publicdomainpictures.net/pictures/70000/velka/plaid-checks-background-yellow.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://www.maxpixel.net/static/photo/1x/Fabric-Plaid-Pattern-Gingham-Check-Squares-2227342.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.publicdomainpictures.net/pictures/70000/velka/plaid-checks-background-purple.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://cdn.pixabay.com/photo/2017/02/28/03/06/blue-plaid-2104768_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://cdn.pixabay.com/photo/2015/08/17/23/12/geometric-893081_960_720.jpg,712,720,0,0,712,720,0.4449211;0.8898423;1.779685
checkered,https://www.publicdomainpictures.net/pictures/40000/velka/green-check-pattern.jpg,1920,1848,0,0,1920,1848,0.1714198;0.3428397;0.6856793;1.371359
checkered,https://cdn.pixabay.com/photo/2017/04/13/11/46/gingham-2227366_960_720.jpg,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
checkered,https://www.publicdomainpictures.net/pictures/40000/velka/purple-check-background-pattern.jpg,1920,1920,0,0,1920,1920,0.1649916;0.3299832;0.6599663;1.319933
checkered,https://www.publicdomainpictures.net/pictures/60000/velka/checks-gingham-yellow-background.jpg,1920,1919,0,0,1920,1919,0.1650776;0.3301551;0.6603103;1.320621
checkered,https://cdn.pixabay.com/photo/2015/06/28/22/00/fabric-824948_960_720.jpg,706,720,0,0,706,720,0.4487023
